DWPBarcode,DWPWell,PetriDishID,ColonyID
190107ONCD35_02,G4,SBC008330_D35,SBC008330_D35_0031
190107ONCD35_02,H4,SBC008330_D35,SBC008330_D35_0032
190107ONCD35_02,A5,SBC008332_D35,SBC008332_D35_0033
190107ONCD35_02,B5,SBC008332_D35,SBC008332_D35_0034
190107ONCD35_02,C5,SBC008332_D35,SBC008332_D35_0035
190107ONCD35_02,D5,SBC008332_D35,SBC008332_D35_0036
190107ONCD35_02,E5,SBC008335_D35,SBC008335_D35_0037
190107ONCD35_02,F5,SBC008335_D35,SBC008335_D35_0038
190107ONCD35_02,G5,SBC008335_D35,SBC008335_D35_0039
190107ONCD35_02,H5,SBC008335_D35,SBC008335_D35_0040
190107ONCD35_02,A6,SBC008337_D35,SBC008337_D35_0041
190107ONCD35_02,B6,SBC008337_D35,SBC008337_D35_0042
190107ONCD35_02,C6,SBC008337_D35,SBC008337_D35_0043
190107ONCD35_02,D6,SBC008337_D35,SBC008337_D35_0044
190107ONCD35_02,E6,SBC008339_D35,SBC008339_D35_0045
190107ONCD35_02,F6,SBC008339_D35,SBC008339_D35_0046
190107ONCD35_02,G6,SBC008339_D35,SBC008339_D35_0047
190107ONCD35_02,H6,SBC008339_D35,SBC008339_D35_0048
190107ONCD35_02,A7,SBC008341_D35,SBC008341_D35_0049
190107ONCD35_02,B7,SBC008341_D35,SBC008341_D35_0050
190107ONCD35_02,C7,SBC008341_D35,SBC008341_D35_0051
190107ONCD35_02,D7,SBC008341_D35,SBC008341_D35_0052
190107ONCD35_02,E7,SBC008342_D35,SBC008342_D35_0053
190107ONCD35_02,F7,SBC008342_D35,SBC008342_D35_0054
190107ONCD35_02,G7,SBC008342_D35,SBC008342_D35_0055
190107ONCD35_02,H7,SBC008342_D35,SBC008342_D35_0056
190107ONCD35_02,A8,SBC008343_D35,SBC008343_D35_0057
190107ONCD35_02,B8,SBC008343_D35,SBC008343_D35_0058
190107ONCD35_02,C8,SBC008343_D35,SBC008343_D35_0059
190107ONCD35_02,D8,SBC008343_D35,SBC008343_D35_0060
190107ONCD35_02,E8,SBC008345_D35,SBC008345_D35_0061
190107ONCD35_02,F8,SBC008345_D35,SBC008345_D35_0062
190107ONCD35_02,G8,SBC008345_D35,SBC008345_D35_0063
190107ONCD35_02,H8,SBC008345_D35,SBC008345_D35_0064
190107ONCD35_02,A9,SBC008346_D35,SBC008346_D35_0065
190107ONCD35_02,B9,SBC008346_D35,SBC008346_D35_0066
190107ONCD35_02,C9,SBC008346_D35,SBC008346_D35_0067
190107ONCD35_02,D9,SBC008346_D35,SBC008346_D35_0068
190107ONCD35_02,E9,SBC008348_D35,SBC008348_D35_0069
190107ONCD35_02,F9,SBC008348_D35,SBC008348_D35_0070
190107ONCD35_02,G9,SBC008348_D35,SBC008348_D35_0071
190107ONCD35_02,H9,SBC008348_D35,SBC008348_D35_0072
190107ONCD35_02,A10,SBC008349_D35,SBC008349_D35_0073
190107ONCD35_02,B10,SBC008349_D35,SBC008349_D35_0074
190107ONCD35_02,C10,SBC008351_D35,SBC008351_D35_0075
190107ONCD35_02,D10,SBC008352_D35,SBC008352_D35_0076
190107ONCD35_02,E10,SBC008352_D35,SBC008352_D35_0077
190107ONCD35_02,F10,SBC008352_D35,SBC008352_D35_0078
190107ONCD35_02,G10,SBC008352_D35,SBC008352_D35_0079
190107ONCD35_02,H10,SBC008353_D35,SBC008353_D35_0080
190107ONCD35_02,A11,SBC008353_D35,SBC008353_D35_0081
190107ONCD35_02,B11,SBC008353_D35,SBC008353_D35_0082
190107ONCD35_02,C11,SBC008353_D35,SBC008353_D35_0083
190107ONCD35_02,D11,SBC008354_D35,SBC008354_D35_0084
190107ONCD35_02,E11,SBC008354_D35,SBC008354_D35_0085
190107ONCD35_02,F11,SBC008354_D35,SBC008354_D35_0086
190107ONCD35_02,G11,SBC008354_D35,SBC008354_D35_0087
190107ONCD35_02,H11,SBC008356_D35,SBC008356_D35_0088
190107ONCD35_02,A12,SBC008356_D35,SBC008356_D35_0089
190107ONCD35_02,B12,SBC008356_D35,SBC008356_D35_0090
190107ONCD35_02,C12,SBC008356_D35,SBC008356_D35_0091
